date,title,duration,views,likes,comments
2021-05-06 17:58:05+00:00,GM Golf | Epic Shot Shape HORSE Challenge,710,114900,3399,692
2020-10-31 17:37:30+00:00,GM GOLF | Epic Par 3 Course Knockout Golf Challenge,982,97079,3857,426
2021-10-03 01:02:36+00:00,The Golf Is HEATING UP In Saturday Match #15!? | GM GOLF,1871,165963,6662,400
2022-03-26 17:16:06+00:00,Can We Win Our First 4 Man Shamble Golf Tournament?!,1082,277560,7435,193
2021-05-03 01:07:08+00:00,GM GOLF | THE MATCH | 9 Holes | Garrett VS Grant,1706,228662,7245,577
2022-01-14 20:28:00+00:00,Can They Beat The 18 Hole Record Score On The Channel? | 2v2 Match Part 3,1144,165342,5232,317
2021-07-13 18:04:09+00:00,GM GOLF | 4 Man Scramble From The FRONT TEES! How Low Can We Score?!,1516,295130,7765,300
2021-07-24 20:48:57+00:00,We Played A PGA Tour Golf Course For Saturday Match #5,1758,196215,8276,325
2021-06-30 23:59:37+00:00,Intense 2v2v2 Scramble At The Nicest Golf Course I've Played! | The Tivo Classic,2309,540734,9796,767
2021-05-04 21:45:37+00:00,GM Golf | Crazy Par 3 Golf Course Match | Grant VS Garrett,712,110278,4033,282
2020-02-20 22:47:06+00:00,Epic 60 Degree Only Golf Challenge | GM GOLF,1216,136046,4888,256
2021-04-17 23:54:51+00:00,GM GOLF | 3 Man WORST BALL SCRAMBLE,1265,224863,6581,396
2021-11-27 02:08:34+00:00,How Would We Place In a D1 College Golf Tournament? | Back 9 | GM GOLF,1530,199968,5216,172
2021-01-21 19:04:09+00:00,GM Golf | I Got A Lesson With Tour Pro Golf Coach Chris Como,745,186669,6516,429
2020-11-24 18:28:45+00:00,I Got Fitted For BRAND NEW GOLF CLUBS!,961,1177403,16951,1070
2022-01-22 23:13:57+00:00,We Took a 7 Hour Road Trip to Play a Tiger Woods Designed Golf Course | Saturday Match #27,1870,546294,12369,672
2021-10-23 02:12:28+00:00,Can We Beat a 5 Time PGA Tour Winner!?! | 18 Hole Match | Final Holes,1486,149200,4463,237
2021-01-23 19:17:19+00:00,I GOT NEW IRONS!! | GM GOLF,632,224505,5252,564
2021-05-09 22:00:16+00:00,Does The COMEBACK Continue?! | Sunday Match #11,1834,242808,7836,453
